ID,Name,Age,Gender,Department, Salary ,Years_of_Experience,Region,Satisfaction_Score,Promotion_Status
2103,Emma,49,Male,IT,"$80,238.63 ",28,East,9,Yes
2104,Anna,43,Male,R&D,"$50,565.64 ",39,East,2,No
2105,Olivia,39,Male,HR,"$31,573.50 ",31,West,10,No
2106,Olivia,48,Female,Finance,"$64,538.77 ",19,West,6,Yes
2107,Mike,60,Male,Sales,"$79,291.69 ",33,West,1,No
2108,Mike,27,Male,HR,"$46,487.14 ",26,East,9,Yes
2109,Noah,29,Male,R&D,"$67,309.94 ",1,South,1,Yes
2110,Liam,45,Female,R&D,"$85,367.09 ",11,South,8,Yes
2111,Sophia,23,Female,Marketing,"$94,343.08 ",2,West,9,Yes
2112,Emma,37,Male,Sales,"$34,746.83 ",35,West,1,No
2113,Liam,22,Female,R&D,"$89,776.27 ",13,North,1,Yes
2114,John,40,Male,Finance,"$35,100.06 ",39,West,10,No
2115,Emma,26,Male,HR,"$32,536.69 ",34,East,7,No
2116,Liam,46,Female,Finance,"$43,717.08 ",34,East,10,Yes
2117,Emma,33,Male,Marketing,"$88,827.97 ",35,West,5,Yes
2118,Sophia,63,Male,HR,"$34,753.93 ",32,West,3,Yes
2119,John,39,Female,Marketing,"$31,880.66 ",12,North,9,Yes
2120,Olivia,25,Female,Sales,"$40,616.36 ",33,North,2,No
2121,Olivia,37,Female,Sales,"$115,474.89 ",18,North,6,Yes
2122,Sophia,31,Female,Finance,"$111,655.00 ",5,East,4,No
2123,Noah,56,Male,Finance,"$37,781.94 ",19,North,5,No
2124,John,54,Male,Sales,"$57,361.19 ",31,South,2,Yes
2125,Anna,51,Male,IT,"$115,256.32 ",27,South,1,Yes
2126,Liam,28,Male,Sales,"$38,791.89 ",38,South,9,No
2127,John,57,Male,HR,"$38,513.64 ",15,North,3,No
2128,Noah,50,Male,Marketing,"$37,740.35 ",4,East,6,No
2129,Noah,48,Male,Sales,"$117,882.86 ",19,East,9,No
2130,Sophia,61,Male,Sales,"$96,879.77 ",21,North,1,No
2131,Emma,51,Female,R&D,"$49,303.59 ",1,West,5,Yes
2132,John,24,Male,Marketing,"$34,135.25 ",20,West,4,No
2133,Liam,40,Male,R&D,"$116,871.74 ",22,North,3,No
2134,John,63,Male,Marketing,"$68,294.01 ",13,East,2,No
2135,Mike,24,Male,HR,"$83,853.78 ",1,South,3,Yes
2136,Emma,42,Male,Marketing,"$55,127.66 ",15,West,1,No
2137,Liam,20,Female,Finance,"$98,252.43 ",15,South,1,Yes
2138,Olivia,55,Female,Sales,"$47,712.21 ",14,East,8,No
2139,Liam,37,Female,Marketing,"$100,822.07 ",5,West,5,Yes
2140,Anna,51,Male,HR,"$50,754.27 ",6,North,2,Yes
2141,Sophia,61,Male,Marketing,"$38,812.10 ",31,South,3,Yes
2142,Anna,61,Male,Sales,"$73,094.03 ",26,South,2,No
2143,Liam,47,Male,IT,"$103,189.51 ",25,South,10,No
2144,Emma,34,Female,Marketing,"$64,637.82 ",39,North,2,Yes
2145,John,27,Female,Finance,"$32,598.63 ",15,North,4,Yes
2146,Olivia,52,Male,Sales,"$79,797.87 ",6,South,4,No
2147,John,37,Male,HR,"$91,242.43 ",1,North,7,Yes
2148,Emma,35,Female,Sales,"$96,662.55 ",7,West,2,Yes
2149,Liam,62,Female,R&D,"$66,173.25 ",4,East,9,Yes
2150,Noah,61,Female,IT,"$38,731.77 ",1,West,7,Yes
2151,John,44,Female,HR,"$82,589.38 ",2,North,4,Yes
2152,Noah,53,Female,IT,"$59,659.31 ",34,East,7,Yes
2153,John,40,Female,IT,"$115,219.87 ",35,South,10,Yes
2154,John,49,Female,Finance,"$75,244.09 ",13,South,1,No
2155,Olivia,27,Male,Marketing,"$72,503.94 ",17,East,7,Yes
2156,Sophia,28,Male,Finance,"$57,828.86 ",10,West,6,Yes
2157,Sophia,55,Female,Finance,"$60,490.79 ",3,South,9,Yes
2158,Mike,23,Male,R&D,"$76,147.93 ",4,South,8,No
2159,Anna,58,Female,Finance,"$57,599.83 ",25,South,2,No
2160,Emma,64,Male,HR,"$110,307.44 ",37,North,3,Yes
2161,Emma,51,Female,Marketing,"$69,511.61 ",38,West,3,Yes
2162,Emma,53,Male,Marketing,"$56,281.99 ",29,North,6,No
2163,Mike,54,Female,HR,"$43,985.54 ",1,East,2,Yes
2164,Sophia,34,Male,Finance,"$90,511.57 ",30,East,2,No
2165,Liam,57,Male,Finance,"$32,320.82 ",39,North,4,Yes
2166,Noah,57,Female,IT,"$70,499.62 ",10,South,1,Yes
2167,Olivia,29,Female,IT,"$79,510.96 ",29,North,1,No
2168,Noah,38,Female,R&D,"$60,580.61 ",32,West,1,No
2169,Liam,57,Male,Sales,"$97,483.60 ",1,South,5,No
2170,Olivia,36,Male,IT,"$90,809.44 ",17,East,9,Yes
2171,Mike,20,Male,Marketing,"$117,425.91 ",12,West,4,Yes
2172,Liam,35,Male,HR,"$75,789.01 ",2,East,8,Yes
2173,Emma,36,Female,Finance,"$78,403.11 ",9,West,7,Yes
2174,Anna,64,Female,Sales,"$52,125.54 ",12,West,6,Yes
2175,John,23,Male,IT,"$64,693.55 ",25,West,9,Yes
2176,Noah,33,Female,Sales,"$32,417.45 ",36,East,10,Yes
2177,Sophia,25,Female,HR,"$92,034.73 ",35,North,1,No
2178,Sophia,35,Female,HR,"$58,046.05 ",22,North,7,Yes
2179,Mike,60,Female,Sales,"$78,633.03 ",33,South,9,No
2180,Olivia,56,Male,Sales,"$52,949.32 ",21,East,10,Yes
2181,Sophia,29,Female,R&D,"$85,893.26 ",22,South,2,No
2182,Emma,62,Female,Sales,"$70,282.42 ",28,South,4,No
2183,Noah,27,Female,Finance,"$73,367.46 ",4,West,5,Yes
2184,Liam,24,Male,Marketing,"$114,834.64 ",26,West,5,Yes
2185,Emma,63,Female,IT,"$93,554.43 ",23,North,7,Yes
2186,Mike,18,Male,IT,"$53,570.98 ",23,North,10,Yes
2187,Emma,53,Male,IT,"$75,352.96 ",8,South,8,Yes
2188,Liam,38,Female,Sales,"$72,000.55 ",32,South,9,No
2189,Anna,54,Female,Sales,"$101,554.73 ",39,South,5,Yes
2190,Mike,41,Male,R&D,"$105,001.96 ",1,North,2,Yes
2191,Anna,42,Male,Sales,"$55,509.85 ",30,South,2,No
2192,John,24,Male,R&D,"$103,903.63 ",28,North,5,Yes
2193,Anna,59,Male,R&D,"$46,155.13 ",17,East,5,No
2194,John,34,Female,Finance,"$98,649.35 ",23,East,5,No
2195,John,46,Male,Finance,"$52,390.61 ",38,South,6,Yes
2196,Anna,47,Female,Finance,"$56,813.80 ",24,North,8,No
2197,Mike,24,Female,Finance,"$106,722.11 ",22,East,5,Yes
2198,Olivia,50,Male,HR,"$67,806.74 ",5,North,3,No
2199,Liam,24,Female,Finance,"$119,150.92 ",25,North,9,No
2200,Emma,41,Male,Finance,"$43,674.87 ",7,East,4,No
2201,Emma,28,Male,Finance,"$71,701.41 ",22,South,8,Yes
2202,Liam,26,Male,R&D,"$95,920.53 ",37,South,9,Yes
2203,Noah,29,Female,IT,"$30,483.04 ",34,East,7,Yes
2204,Noah,52,Female,IT,"$43,666.98 ",36,West,3,No
2205,John,21,Male,IT,"$31,832.11 ",20,North,10,No
2206,John,53,Female,Marketing,"$119,359.01 ",37,West,6,No
2207,Mike,45,Female,HR,"$98,456.22 ",17,South,7,Yes
2208,Sophia,30,Female,R&D,"$63,620.32 ",4,North,7,No
2209,Anna,40,Female,Sales,"$44,065.64 ",18,East,8,Yes
2210,John,36,Female,R&D,"$38,134.49 ",28,South,10,No
2211,Emma,59,Male,Finance,"$77,871.65 ",16,South,5,No
2212,Mike,54,Female,IT,"$117,830.22 ",8,South,5,No
2213,Anna,56,Female,R&D,"$90,714.99 ",18,East,2,No
2214,Mike,41,Male,HR,"$62,862.45 ",29,East,2,No
2215,Anna,33,Female,Finance,"$75,076.59 ",16,West,4,Yes
2216,Anna,50,Female,Marketing,"$119,901.30 ",30,East,7,No
2217,Liam,29,Female,Sales,"$76,688.96 ",34,West,8,No
2218,John,51,Male,Finance,"$116,778.13 ",30,North,3,No
2219,Olivia,24,Female,Sales,"$31,472.55 ",21,North,1,No
2220,Mike,28,Female,R&D,"$94,886.68 ",22,North,4,No
2221,Olivia,48,Male,Finance,"$86,444.53 ",25,South,6,Yes
2222,Mike,46,Male,Marketing,"$91,679.69 ",22,South,6,Yes
2223,Liam,30,Female,R&D,"$81,351.04 ",28,South,9,Yes
2224,Emma,48,Male,HR,"$33,975.91 ",39,East,7,No
2225,Olivia,19,Male,Sales,"$43,460.75 ",33,East,9,Yes
2226,Emma,56,Male,Sales,"$113,002.61 ",2,West,10,No
2227,Noah,32,Female,HR,"$50,963.25 ",4,South,5,No
2228,John,28,Female,Sales,"$119,364.35 ",16,East,5,No
2229,John,51,Male,R&D,"$91,162.96 ",12,North,5,Yes
2230,Sophia,56,Male,IT,"$69,991.90 ",17,North,5,No
2231,Liam,21,Male,HR,"$112,804.40 ",36,East,4,Yes
2232,Emma,28,Male,Marketing,"$101,548.76 ",16,North,6,Yes
2233,Anna,46,Female,Finance,"$68,606.86 ",39,North,1,No
2234,Mike,19,Male,Finance,"$36,173.37 ",23,West,2,No
2235,John,33,Female,HR,"$108,147.41 ",8,North,9,No
2236,Olivia,56,Male,IT,"$98,853.59 ",9,South,6,No
2237,Mike,30,Female,R&D,"$101,166.14 ",14,East,6,Yes
2238,Mike,54,Female,Marketing,"$97,037.29 ",9,East,10,Yes
2239,Sophia,34,Male,Finance,"$54,817.90 ",26,South,4,No
2240,Emma,38,Female,Finance,"$107,296.11 ",36,North,5,Yes
2241,John,61,Female,R&D,"$30,200.93 ",3,West,9,No
2242,Mike,36,Female,IT,"$51,354.87 ",10,West,2,Yes
2243,John,24,Male,Sales,"$34,190.36 ",25,South,3,Yes
2244,Anna,55,Female,HR,"$39,953.68 ",4,North,10,Yes
2245,Sophia,25,Female,IT,"$77,914.12 ",30,South,8,Yes
2246,Anna,30,Male,IT,"$33,353.06 ",11,West,9,Yes
2247,John,54,Male,IT,"$46,324.29 ",19,North,5,No
2248,Noah,19,Female,IT,"$50,946.61 ",13,South,3,Yes
2249,Olivia,58,Female,Sales,"$88,980.49 ",36,South,1,No
2250,John,28,Male,R&D,"$72,193.85 ",3,North,2,Yes
2251,Emma,41,Male,Marketing,"$71,257.13 ",14,West,4,Yes
2252,Mike,23,Female,IT,"$99,158.93 ",10,North,4,No
2253,Mike,43,Female,IT,"$71,104.93 ",38,West,5,No
2254,Anna,24,Male,HR,"$61,363.99 ",27,East,9,Yes
2255,Olivia,56,Male,Finance,"$116,620.59 ",24,West,2,No
2256,Sophia,36,Female,Sales,"$30,746.40 ",16,West,2,No
2257,Noah,23,Female,IT,"$57,485.37 ",10,East,5,Yes
2258,Liam,60,Male,Marketing,"$84,845.34 ",27,South,2,No
2259,Olivia,46,Female,Marketing,"$100,452.83 ",7,South,10,Yes
2260,Mike,60,Female,Marketing,"$103,477.17 ",28,West,5,Yes
2261,Emma,56,Female,HR,"$34,146.58 ",26,East,5,No
2262,Olivia,19,Female,Marketing,"$93,821.89 ",18,East,7,No
2263,Anna,36,Male,R&D,"$94,822.83 ",13,North,4,Yes
2264,Anna,21,Male,HR,"$49,267.15 ",8,West,2,No
2265,Liam,23,Female,Sales,"$40,149.75 ",27,East,8,Yes
2266,Emma,54,Female,Marketing,"$97,471.75 ",14,South,1,Yes
2267,Sophia,45,Female,Finance,"$52,455.00 ",6,East,10,No
2268,Olivia,47,Female,IT,"$30,150.64 ",20,East,1,Yes
2269,Emma,24,Male,Sales,"$50,121.53 ",28,East,7,Yes
2270,Sophia,26,Female,R&D,"$32,796.12 ",23,East,4,Yes
2271,Emma,42,Female,Finance,"$52,426.80 ",12,South,3,Yes
2272,Emma,50,Male,Sales,"$60,151.76 ",24,East,1,Yes
2273,John,18,Male,R&D,"$54,426.01 ",22,West,8,Yes
2274,Anna,23,Female,Marketing,"$112,794.34 ",26,East,8,No
2275,Olivia,35,Male,Sales,"$50,927.97 ",22,South,4,No
2276,Emma,27,Male,Sales,"$72,078.13 ",7,West,2,No
2277,Olivia,45,Female,Sales,"$116,168.48 ",15,East,4,Yes
2278,Liam,28,Female,HR,"$109,127.95 ",30,South,7,Yes
2279,Emma,50,Male,Finance,"$57,833.26 ",4,West,4,No
2280,Mike,18,Female,R&D,"$59,384.13 ",6,East,3,Yes
2281,Anna,30,Male,Marketing,"$83,399.65 ",2,East,10,Yes
2282,Mike,54,Male,IT,"$112,607.66 ",31,East,1,No
2283,Olivia,37,Male,Marketing,"$30,899.98 ",24,West,9,Yes
2284,Olivia,18,Female,Marketing,"$65,380.78 ",35,North,5,No
2285,Anna,20,Female,HR,"$106,479.79 ",31,East,2,Yes
2286,Olivia,35,Male,HR,"$66,942.30 ",25,South,6,No
2287,Mike,58,Male,Sales,"$94,804.94 ",8,North,2,No
2288,Emma,31,Female,Marketing,"$92,273.24 ",12,East,6,Yes
2289,Emma,48,Male,Finance,"$48,491.28 ",2,South,9,Yes
2290,John,44,Male,HR,"$70,463.51 ",15,East,2,No
2291,Liam,34,Female,R&D,"$80,956.80 ",32,South,1,Yes
2292,Olivia,63,Female,HR,"$94,391.66 ",11,East,7,No
2293,Mike,46,Female,Finance,"$104,015.07 ",17,South,8,No
2294,Olivia,53,Female,HR,"$98,393.99 ",21,South,2,Yes
2295,Olivia,54,Male,Finance,"$32,548.03 ",22,North,4,No
2296,Sophia,43,Female,IT,"$90,357.41 ",33,North,8,No
2297,John,34,Female,Finance,"$74,758.39 ",29,West,4,Yes
2298,Mike,39,Male,IT,"$81,647.56 ",15,South,9,Yes
2299,Mike,42,Male,R&D,"$63,566.96 ",21,South,1,No
2300,Olivia,19,Male,Sales,"$94,262.36 ",2,North,10,No
2301,John,39,Female,Sales,"$90,649.97 ",38,West,7,Yes
2302,Emma,22,Male,HR,"$82,153.78 ",3,South,3,No
2303,Mike,21,Female,Finance,"$107,544.50 ",25,East,10,Yes
2304,Emma,53,Male,HR,"$39,171.00 ",13,East,3,No
2305,John,23,Female,Finance,"$57,092.09 ",24,West,7,No
2306,Emma,38,Male,HR,"$74,561.74 ",31,South,6,Yes
2307,Anna,30,Female,Sales,"$116,274.43 ",15,South,3,No
2308,Sophia,54,Female,R&D,"$36,476.70 ",6,North,2,No
2309,Noah,42,Male,Sales,"$60,336.97 ",10,North,6,Yes
2310,Mike,43,Male,HR,"$113,330.15 ",9,South,10,No
2311,Liam,56,Female,Finance,"$110,815.28 ",5,East,7,No
2312,Sophia,37,Male,Marketing,"$107,872.10 ",19,North,9,Yes
2313,Noah,50,Female,R&D,"$57,755.14 ",20,East,9,No
2314,Emma,31,Female,Finance,"$106,215.22 ",33,East,9,Yes
2315,Mike,53,Female,HR,"$75,480.55 ",37,East,10,No
2316,Emma,34,Male,Finance,"$85,780.10 ",31,East,1,No
2317,Anna,38,Female,IT,"$51,494.24 ",39,West,4,No
2318,John,63,Female,Finance,"$93,600.65 ",13,West,4,Yes
2319,Mike,33,Female,Sales,"$59,492.74 ",38,North,10,No
2320,Noah,63,Female,Sales,"$60,949.24 ",6,South,8,No
2321,Noah,33,Male,IT,"$87,313.55 ",8,West,3,No
2322,Anna,37,Male,R&D,"$51,584.87 ",10,South,1,No
2323,Anna,46,Female,Finance,"$50,199.49 ",4,North,3,No
2324,Olivia,45,Male,R&D,"$63,224.66 ",14,East,6,No
2325,Mike,25,Male,Marketing,"$100,025.73 ",4,South,7,Yes
2326,Emma,41,Female,Finance,"$50,221.38 ",24,West,9,Yes
2327,Liam,20,Male,Sales,"$100,858.66 ",21,South,5,No
2328,Noah,42,Male,Sales,"$92,604.47 ",10,West,5,Yes
2329,Noah,36,Male,R&D,"$91,117.19 ",25,South,3,Yes
2330,Anna,50,Male,HR,"$72,728.01 ",6,West,3,No
2331,Sophia,19,Male,Sales,"$97,129.91 ",16,East,9,No
2332,Anna,32,Male,HR,"$31,216.76 ",28,South,3,No
2333,Liam,39,Female,Sales,"$57,504.65 ",36,North,3,Yes
2334,Emma,27,Male,Sales,"$91,122.37 ",33,South,9,No
2335,Emma,35,Female,Marketing,"$118,856.59 ",30,West,4,Yes
2336,Sophia,39,Female,HR,"$30,226.29 ",36,South,6,No
2337,Noah,63,Female,HR,"$75,897.50 ",25,North,1,No
2338,Anna,44,Male,Sales,"$113,145.28 ",13,East,2,No
2339,Olivia,30,Male,HR,"$107,718.54 ",39,South,3,No
2340,Emma,50,Female,Sales,"$32,082.26 ",15,East,2,No
2341,Liam,22,Female,Sales,"$77,660.23 ",38,East,10,No
2342,Mike,43,Female,R&D,"$30,385.84 ",30,East,3,No
2343,John,30,Male,Finance,"$101,061.75 ",14,West,5,Yes
2344,John,44,Male,HR,"$57,798.74 ",4,South,1,No
2345,John,31,Male,IT,"$98,903.16 ",1,South,1,Yes
2346,Olivia,41,Female,R&D,"$115,031.40 ",3,North,7,No
2347,Noah,20,Male,HR,"$117,847.65 ",36,East,9,Yes
2348,Anna,64,Male,HR,"$110,470.01 ",4,West,9,Yes
2349,Sophia,47,Female,Marketing,"$48,372.91 ",14,West,7,No
2350,Olivia,52,Male,IT,"$47,514.02 ",25,North,2,Yes
2351,Olivia,31,Female,IT,"$86,320.24 ",39,South,7,No
2352,Emma,29,Male,Marketing,"$78,964.83 ",3,South,9,No
2353,Mike,45,Female,Marketing,"$30,858.11 ",7,West,7,Yes
2354,Olivia,61,Male,HR,"$65,255.46 ",8,West,2,Yes
2355,Liam,46,Female,Finance,"$111,602.19 ",7,North,7,Yes
2356,Mike,60,Male,Marketing,"$110,852.31 ",25,West,4,No
2357,Liam,34,Female,IT,"$48,351.62 ",17,West,8,Yes
2358,Noah,57,Female,IT,"$64,376.68 ",26,North,3,No
2359,Anna,38,Male,HR,"$80,432.94 ",4,East,5,Yes
2360,John,40,Male,Finance,"$106,750.58 ",18,West,3,No
2361,Olivia,37,Female,Sales,"$77,879.50 ",4,South,7,No
2362,Anna,28,Male,Marketing,"$117,137.98 ",17,East,3,No
2363,Noah,51,Female,Marketing,"$101,914.69 ",17,West,10,Yes
2364,Sophia,27,Female,HR,"$115,778.27 ",25,East,5,No
2365,Sophia,27,Male,R&D,"$95,834.30 ",3,West,1,Yes
2366,Noah,60,Male,R&D,"$108,986.17 ",12,South,4,Yes
2367,Liam,23,Male,Finance,"$104,790.34 ",27,West,6,No
2368,Emma,53,Female,IT,"$52,845.46 ",17,South,2,No
2369,Emma,41,Female,IT,"$50,658.28 ",22,West,6,Yes
2370,Liam,29,Male,Sales,"$107,794.51 ",39,West,10,No
2371,Sophia,60,Female,IT,"$37,621.00 ",39,East,7,Yes
2372,Sophia,40,Female,R&D,"$66,770.72 ",36,North,8,No
2373,Olivia,44,Male,R&D,"$103,859.20 ",16,South,3,No
2374,Sophia,62,Female,Marketing,"$103,191.54 ",37,East,10,No
2375,Anna,54,Female,Sales,"$42,490.45 ",29,North,3,No
2376,Sophia,23,Female,Finance,"$73,893.88 ",14,East,5,No
2377,Mike,18,Male,Sales,"$73,184.92 ",7,South,3,No
2378,Olivia,23,Male,Finance,"$59,134.93 ",28,North,9,No
2379,John,39,Female,R&D,"$112,546.30 ",13,North,7,Yes
2380,Sophia,58,Male,IT,"$88,780.59 ",16,North,5,No
2381,Liam,41,Female,HR,"$118,216.87 ",21,South,5,No
2382,John,42,Male,Sales,"$36,008.96 ",4,South,1,Yes
2383,Anna,32,Female,Sales,"$65,491.52 ",39,East,9,Yes
2384,Liam,43,Female,Marketing,"$105,162.38 ",35,West,2,No
2385,John,25,Female,Marketing,"$68,041.71 ",15,West,7,Yes
2386,Liam,41,Female,R&D,"$53,569.02 ",26,West,7,Yes
2387,Anna,55,Male,Finance,"$119,802.68 ",7,West,2,Yes
2388,Olivia,23,Female,HR,"$108,581.24 ",18,East,8,Yes
2389,Mike,52,Female,Marketing,"$79,182.63 ",25,South,8,No
2390,Anna,59,Male,Marketing,"$80,553.83 ",37,East,9,No
2391,Anna,18,Male,IT,"$30,617.67 ",21,North,2,No
2392,Liam,63,Female,IT,"$118,289.51 ",8,South,1,No
2393,Olivia,53,Female,R&D,"$102,566.56 ",20,South,9,Yes
2394,Noah,29,Male,R&D,"$33,305.64 ",18,West,3,Yes
2395,Emma,55,Female,Marketing,"$45,869.72 ",19,East,10,Yes
2396,Sophia,28,Female,Finance,"$103,892.81 ",3,West,2,Yes
2397,Sophia,29,Female,HR,"$37,817.90 ",38,South,10,No
2398,Mike,59,Female,Marketing,"$114,760.72 ",18,West,2,No
2399,Mike,56,Female,Finance,"$119,990.20 ",27,North,2,No
2400,Sophia,24,Female,Finance,"$109,778.95 ",15,South,8,Yes
2401,Emma,28,Female,Marketing,"$96,501.36 ",21,North,3,No
2402,Sophia,53,Female,Finance,"$73,855.41 ",22,South,1,Yes
2403,Noah,48,Female,Sales,"$37,418.66 ",8,West,8,No
2404,Emma,50,Male,Finance,"$95,740.16 ",11,South,2,Yes
2405,Mike,30,Male,Marketing,"$65,717.86 ",12,South,6,Yes
2406,John,35,Male,Finance,"$81,320.58 ",39,East,8,Yes
2407,Liam,58,Female,Marketing,"$56,405.14 ",27,East,10,No
2408,Noah,41,Female,IT,"$51,794.04 ",35,North,9,No
2409,Noah,26,Female,Marketing,"$59,186.73 ",2,East,1,Yes
2410,Olivia,48,Male,Finance,"$103,244.52 ",35,South,9,Yes
2411,Mike,58,Male,Marketing,"$68,384.24 ",31,East,8,Yes
2412,Mike,27,Female,HR,"$58,053.71 ",8,West,6,Yes
2413,Anna,19,Male,Marketing,"$68,967.34 ",20,East,5,Yes
2414,Noah,55,Male,Marketing,"$32,905.86 ",8,North,6,Yes
2415,Anna,32,Female,HR,"$110,154.39 ",4,South,2,No
2416,Anna,20,Female,HR,"$79,658.54 ",31,West,3,No
2417,Liam,60,Male,HR,"$39,434.36 ",32,West,9,Yes
2418,Anna,48,Female,R&D,"$55,956.62 ",13,North,3,No
2419,Emma,23,Male,Sales,"$118,519.75 ",22,East,10,No
2420,Sophia,20,Male,R&D,"$83,375.17 ",26,South,7,No
2421,John,28,Male,Marketing,"$56,226.44 ",17,North,4,No
2422,Mike,32,Female,R&D,"$68,371.11 ",29,West,9,No
2423,Emma,62,Male,R&D,"$53,262.73 ",27,West,4,No
2424,John,45,Male,HR,"$32,862.38 ",22,West,10,No
2425,Noah,27,Female,HR,"$105,782.70 ",18,North,10,Yes
2426,Noah,55,Female,IT,"$56,323.08 ",5,West,6,No
2427,Noah,64,Male,R&D,"$105,456.97 ",12,South,2,Yes
2428,Emma,24,Female,Sales,"$73,070.14 ",2,West,7,No
2429,Emma,32,Female,Marketing,"$46,460.52 ",7,North,3,No
2430,Mike,35,Male,Finance,"$102,168.18 ",26,North,1,Yes
2431,Sophia,35,Female,Sales,"$63,940.03 ",39,West,7,Yes
2432,Olivia,58,Male,Sales,"$93,695.63 ",15,North,5,No
2433,Anna,41,Female,IT,"$105,350.67 ",33,East,7,No
2434,Noah,19,Female,Marketing,"$116,668.71 ",3,North,1,Yes
2435,Liam,57,Male,Marketing,"$37,723.31 ",2,East,5,No
2436,Sophia,37,Male,HR,"$30,754.78 ",17,North,2,No
2437,Liam,51,Female,HR,"$79,358.25 ",1,North,1,No
2438,Mike,60,Female,Sales,"$53,781.69 ",36,North,6,Yes
2439,Mike,43,Female,IT,"$72,219.16 ",17,West,5,No
2440,Mike,24,Male,Marketing,"$36,539.28 ",2,North,4,No
2441,John,55,Female,IT,"$75,143.01 ",33,South,1,Yes
2442,Liam,47,Male,Finance,"$41,237.01 ",29,West,5,No
2443,Sophia,59,Female,Marketing,"$105,472.90 ",6,East,7,No
2444,Olivia,22,Female,HR,"$98,353.81 ",36,South,1,No
2445,Sophia,28,Female,Sales,"$36,666.62 ",24,South,4,No
2446,Emma,18,Female,IT,"$105,271.53 ",11,South,6,No
2447,Emma,51,Female,HR,"$59,246.26 ",5,South,8,Yes
2448,Noah,18,Male,Sales,"$61,757.38 ",30,North,7,Yes
2449,Olivia,36,Male,HR,"$46,182.32 ",10,North,7,Yes
2450,Emma,19,Male,Marketing,"$105,177.37 ",37,South,8,Yes
2451,Mike,38,Female,IT,"$66,423.52 ",27,West,7,No
2452,Sophia,37,Male,Finance,"$34,395.23 ",27,South,4,No
2453,Liam,40,Male,R&D,"$116,962.47 ",24,East,6,No
2454,Mike,38,Female,HR,"$53,029.85 ",3,South,2,No
2455,John,41,Female,R&D,"$114,255.96 ",38,North,8,No
2456,Emma,21,Male,IT,"$57,111.45 ",26,East,3,Yes
2457,Mike,29,Male,Marketing,"$104,828.39 ",39,West,4,No
2458,Mike,39,Male,HR,"$89,779.75 ",18,South,2,No
2459,John,37,Male,Marketing,"$107,515.51 ",3,East,9,No
2460,Anna,35,Male,Finance,"$117,850.62 ",38,South,2,Yes
2461,Sophia,18,Male,Finance,"$108,433.53 ",25,West,6,No
2462,Liam,47,Male,Sales,"$66,329.86 ",13,West,3,Yes
2463,Noah,50,Female,Sales,"$103,305.31 ",25,East,6,Yes
2464,Anna,41,Male,Sales,"$94,048.57 ",24,West,4,No
2465,Emma,31,Female,Marketing,"$35,544.33 ",16,East,8,No
2466,Mike,53,Female,Sales,"$113,678.41 ",11,West,3,Yes
2467,Olivia,22,Female,IT,"$71,936.50 ",21,North,8,Yes
2468,John,28,Male,R&D,"$42,100.55 ",31,East,3,No
2469,John,41,Male,R&D,"$68,284.03 ",15,South,5,No
2470,Olivia,48,Female,Marketing,"$84,282.71 ",36,East,2,Yes
2471,Sophia,30,Male,Marketing,"$81,565.15 ",1,West,6,Yes
2472,Anna,33,Male,Sales,"$81,731.43 ",28,West,7,No
2473,Noah,41,Female,R&D,"$53,025.54 ",33,West,8,No
2474,Sophia,30,Male,R&D,"$86,943.22 ",3,South,4,Yes
2475,Olivia,41,Female,Sales,"$111,667.34 ",15,South,9,Yes
2476,Mike,43,Female,Marketing,"$64,980.03 ",33,West,2,Yes
2477,Olivia,19,Female,Finance,"$86,752.23 ",32,North,8,Yes
2478,Sophia,33,Female,Finance,"$51,958.83 ",23,East,6,No
2479,Liam,55,Male,Sales,"$34,345.29 ",26,West,4,No
2480,John,63,Female,Finance,"$82,715.82 ",17,North,2,No
2481,John,18,Male,IT,"$34,279.48 ",9,South,4,Yes
2482,Emma,28,Male,IT,"$95,122.61 ",5,West,3,No
2483,Emma,52,Male,IT,"$90,331.74 ",29,East,4,No
2484,Olivia,60,Male,Marketing,"$63,239.25 ",6,East,4,Yes
2485,Noah,46,Female,Marketing,"$67,016.11 ",35,South,7,Yes
2486,Mike,54,Female,Marketing,"$112,598.48 ",21,West,1,Yes
2487,Liam,34,Female,Marketing,"$31,182.03 ",23,West,9,Yes
2488,Anna,56,Female,Marketing,"$80,697.30 ",35,West,5,Yes
2489,Sophia,59,Female,Sales,"$113,102.50 ",2,North,3,No
2490,Noah,45,Male,Finance,"$112,258.85 ",9,North,7,Yes
2491,Mike,46,Female,Sales,"$82,619.02 ",13,West,7,No
2492,Emma,60,Male,Finance,"$64,310.70 ",34,East,8,No
2493,Olivia,20,Male,Sales,"$38,901.32 ",16,North,10,Yes
2494,Sophia,27,Female,IT,"$45,640.58 ",5,East,4,No
2495,Emma,59,Male,HR,"$91,170.60 ",1,North,9,Yes
2496,Olivia,31,Male,Marketing,"$31,497.07 ",22,South,2,No
2497,Sophia,29,Female,HR,"$109,513.70 ",26,South,6,No
2498,Anna,64,Female,HR,"$82,914.10 ",34,South,3,No
2499,Mike,59,Female,IT,"$34,063.20 ",21,East,8,Yes
2500,Sophia,47,Male,HR,"$51,579.07 ",7,East,8,No
2501,Liam,49,Female,HR,"$83,478.08 ",25,West,6,No
2502,Noah,49,Female,IT,"$33,204.11 ",12,West,4,No
